差分ID,物件番号,差分種別,差分検出日,参照元ファイル,更新フィールド数,更新フィールド一覧
20251213_3700,100136655505,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3701,100136655800,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3702,100136655889,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3703,100136655935,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3704,100136655966,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3705,100136656013,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3706,100136656164,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3707,100136656380,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3708,100136656864,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3709,100136657062,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3710,100136657189,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3711,100136658131,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3712,100136658273,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3713,100136658475,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3714,100136658565,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3715,100136658740,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3716,100136659249,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3717,100136659576,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3718,100136659766,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3719,100136659770,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3720,100136659998,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3721,100136660034,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3722,100136660039,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3723,100136660059,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3724,100136660065,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3725,100136660072,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3726,100136660085,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3727,100136660690,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3728,100136660951,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3729,100136661028,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3730,100136661538,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3731,100136661669,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3732,100136661673,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3733,100136661683,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3734,100136661692,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3735,100136661995,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3736,100136662009,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3737,100136662867,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3738,100136663031,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3739,100136663063,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3740,100136663077,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3741,100136663267,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3742,100136663718,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3743,100136663935,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3744,100136663938,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3745,100136663971,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3746,100136664323,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3747,100136664546,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3748,100136664602,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3749,100136665230,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3750,100136665834,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3751,100136665862,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3752,100136666361,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3753,100136666588,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3754,100136666600,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3755,100136666613,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3756,100136666781,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3757,100136666819,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3758,100136666821,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3759,100136666827,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3760,100136666828,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3761,100136666830,更新,2025-12-13,reins_20251213.csv,2,取引状況/築年月
20251213_3762,100136666839,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3763,100136666844,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3764,100136666846,更新,2025-12-13,reins_20251213.csv,4,価格/㎡単価/坪単価/築年月
20251213_3765,100136666847,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3766,100136667829,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3767,100136668423,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3768,100136669123,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3769,100136669842,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3770,100136670397,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3771,100136670463,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3772,100136670982,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3773,100136670983,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3774,100136671000,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3775,100136671003,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3776,100136671013,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3777,100136671604,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3778,100136671798,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3779,100136671892,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3780,100136672276,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3781,100136672843,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3782,100136673298,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3783,100136673309,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3784,100136673840,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3785,100136674496,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3786,100136674548,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3787,100136674704,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3788,100136675509,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3789,100136675536,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3790,100136675747,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3791,100136676113,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3792,100136676647,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3793,100136677394,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3794,100136677443,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3795,100136677472,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3796,100136677666,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3797,100136678099,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3798,100136679219,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3799,100136680073,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3800,100136680341,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3801,100136680603,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3802,100136681100,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3803,100136681940,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3804,100136682050,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3805,100136682108,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3806,100136682119,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3807,100136682120,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3808,100136682560,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3809,100136682858,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3810,100136682870,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3811,100136682884,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3812,100136684434,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3813,100136686594,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3814,100136687458,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3815,100136687460,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3816,100136687470,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3817,100136687474,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3818,100136688979,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3819,100136689882,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3820,100136689912,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3821,100136689914,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3822,100136689967,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3823,100136689991,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3824,100136689994,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3825,100136690008,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3826,100136690053,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3827,100136690412,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3828,100136690528,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3829,100136690753,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3830,100136690766,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3831,100136690865,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3832,100136691541,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3833,100136692340,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3834,100136693050,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3835,100136693376,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3836,100136693562,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3837,100136694165,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3838,100136694245,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3839,100136694266,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3840,100136694345,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3841,100136694352,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3842,100136694354,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3843,100136694736,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3844,100136694850,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3845,100136695025,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3846,100136695026,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3847,100136695273,更新,2025-12-13,reins_20251213.csv,4,価格/㎡単価/坪単価/築年月
20251213_3848,100136695381,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3849,100136695444,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3850,100136695483,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3851,100136695514,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3852,100136696527,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3853,100136697017,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3854,100136697023,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3855,100136697281,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3856,100136697667,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3857,100136699250,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3858,100136699289,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3859,100136700702,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3860,100136700970,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3861,100136700971,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3862,100136700983,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3863,100136700984,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3864,100136700986,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3865,100136700988,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3866,100136701028,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3867,100136702137,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3868,100136702152,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3869,100136702192,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3870,100136702264,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3871,100136702343,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3872,100136702416,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3873,100136702459,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3874,100136702490,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3875,100136702494,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3876,100136702502,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3877,100136702530,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3878,100136702748,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3879,100136703089,更新,2025-12-13,reins_20251213.csv,2,取引状況/築年月
20251213_3880,100136703098,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3881,100136704309,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3882,100136704325,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3883,100136704327,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3884,100136704332,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3885,100136704638,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3886,100136705441,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3887,100136705559,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3888,100136705608,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3889,100136705611,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3890,100136705626,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3891,100136706773,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3892,100136706827,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3893,100136706875,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3894,100136706984,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3895,100136707147,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3896,100136707252,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3897,100136708327,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3898,100136708750,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3899,100136708751,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3900,100136708848,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3901,100136709148,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3902,100136709437,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3903,100136710570,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3904,100136711583,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3905,100136711665,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3906,100136711671,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3907,100136711898,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3908,100136713071,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3909,100136713382,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3910,100136713397,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3911,100136713502,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3912,100136713661,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3913,100136713710,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3914,100136713711,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3915,100136714276,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3916,100136714279,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3917,100136714337,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3918,100136714506,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3919,100136714606,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3920,100136716020,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3921,100136716040,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3922,100136716505,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3923,100136716523,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3924,100136716654,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3925,100136716662,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3926,100136716832,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3927,100136716853,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3928,100136716923,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3929,100136717589,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3930,100136717601,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3931,100136717751,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3932,100136717824,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3933,100136717950,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3934,100136717967,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3935,100136717976,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3936,100136719137,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3937,100136719145,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3938,100136719169,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3939,100136719600,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3940,100136719864,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3941,100136719949,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3942,100136720458,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3943,100136720573,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3944,100136721514,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3945,100136721583,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3946,100136721584,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3947,100136721585,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3948,100136721588,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3949,100136722110,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3950,100136722139,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3951,100136722167,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3952,100136722192,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3953,100136722223,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3954,100136722462,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3955,100136722463,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3956,100136722464,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3957,100136722467,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3958,100136722530,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3959,100136722538,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3960,100136723170,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3961,100136723486,更新,2025-12-13,reins_20251213.csv,4,専有面積/㎡単価/坪単価/築年月
20251213_3962,100136723621,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3963,100136727958,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3964,100136728113,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3965,100136728157,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3966,100136728164,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3967,100136729491,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3968,100136729607,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3969,100136729941,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3970,100136729974,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3971,100136730046,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3972,100136730057,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3973,100136730193,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3974,100136730719,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3975,100136730753,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3976,100136730782,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3977,100136730783,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3978,100136731391,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3979,100136733025,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3980,100136733106,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3981,100136733179,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3982,100136733265,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3983,100136733266,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3984,100136733431,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3985,100136733501,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3986,100136734217,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3987,100136734299,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3988,100136734899,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3989,100136735878,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3990,100136735885,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3991,100136737241,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3992,100136738800,更新,2025-12-13,reins_20251213.csv,1,取引状況
20251213_3993,100136738995,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3994,100136739130,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3995,100136739792,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3996,100136740360,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3997,100136740441,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3998,100136741109,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_3999,100136741316,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4000,100136741324,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4001,100136741327,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4002,100136741349,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4003,100136741395,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4004,100136742878,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4005,100136743217,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4006,100136743828,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4007,100136744266,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4008,100136744283,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4009,100136744316,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4010,100136744322,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4011,100136744326,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4012,100136744345,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4013,100136744517,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4014,100136745899,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4015,100136747101,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4016,100136747110,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4017,100136747264,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4018,100136747269,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4019,100136747308,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4020,100136747312,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4021,100136747314,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4022,100136747611,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4023,100136747636,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4024,100136748693,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4025,100136748772,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4026,100136748923,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4027,100136749195,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4028,100136749479,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4029,100136749491,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4030,100136749499,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4031,100136749533,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4032,100136749557,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4033,100136749558,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4034,100136749857,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4035,100136750132,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4036,100136750431,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4037,100136750440,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4038,100136750454,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4039,100136750457,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4040,100136750465,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4041,100136750500,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4042,100136750576,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4043,100136750671,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4044,100136750989,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4045,100136751132,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4046,100136751254,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4047,100136751487,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4048,100136751916,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4049,100136752394,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4050,100136752424,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4051,100136753125,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4052,100136753217,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4053,100136753421,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4054,100136753545,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4055,100136754220,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4056,100136754323,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4057,100136754333,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4058,100136754338,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4059,100136754339,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4060,100136754651,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4061,100136754653,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4062,100136754709,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4063,100136754713,更新,2025-12-13,reins_20251213.csv,1,築年月
20251213_4064,100136754921,更新,2025-12-13,reins_20251213.csv,1,築年月
